junction_index,junction_id,event_id,gene_name,num_junctions,n_cells_detected,CountJuncs,total_cluster_count,total_junction_count,psi_global,celltype_psi_variance,n_celltypes_with_total,coverage_rank,variability_rank,selection_score
2677,chr10_72657388_72673965_+,ENSMUSG00000019923.14_atse_7,ZWINT,3,69946,14277290,11337633.0,10795287.0,0.9521640892768358,0.004301899093750866,57,0.9900328345424578,0.70759087900536,1.6976237135478178
87057,chrX_100809907_100812725_+,ENSMUSG00000000881.12_atse_6,DLG3,4,9602,32955,68713.0,23567.0,0.3429773114257855,0.023758904452100504,33,0.7954914150000649,0.9020933643076843,1.6975847793077492
46430,chr2_180979720_180980397_+,ENSMUSG00000027575.19_atse_3,ARFGAP1,8,8601,359322,1143657.0,253121.0,0.22132597448360827,0.02874412349046032,59,0.7804173750535346,0.9170570905740205,1.697474465627555
11339,chr11_90388121_90390249_-,ENSMUSG00000003949.16_atse_1,HLF,3,12811,46740,67061.0,36661.0,0.5466813796394328,0.015477078672254294,31,0.833374430586739,0.8640156775206675,1.6973901081074065
5841,chr11_116080680_116081231_-,ENSMUSG00000034341.17_atse_4,WBP2,3,84809,3088909,3959212.0,2078377.0,0.5249471359452336,0.004135216022078536,59,0.9958859486327593,0.7015041594746473,1.6973901081074065
32554,chr18_21020999_21026085_+,ENSMUSG00000024317.15_atse_2,RNF138,4,19392,331330,532854.0,224570.0,0.4214475259639601,0.00974344593651277,53,0.8828728277938562,0.8145043022335275,1.6973771300273839
33680,chr18_61736947_61737495_-,ENSMUSG00000033032.15_atse_2,AFAP1L1,2,8168,239838,174621.0,165954.0,0.9503667943718109,0.03191365490367728,39,0.7732145406408576,0.9241625893865262,1.6973771300273839
65498,chr5_77095022_77095150_-,ENSMUSG00000059325.14_atse_1,HOPX,2,22575,810136,603457.0,556793.0,0.9226722036532843,0.008368080390439556,51,0.9004191919847377,0.7968930476425318,1.6973122396272695
32409,chr18_12290815_12295878_-,ENSMUSG00000057766.14_atse_1,ANKRD29,7,17889,176660,446390.0,125789.0,0.2817917068034678,0.010530124858466076,46,0.8732366033768965,0.8240561691303389,1.6972927725072353
23243,chr15_76727476_76734876_-,ENSMUSG00000033697.16_atse_3,ARHGAP39,4,4917,16145,51540.0,12050.0,0.2337989910748933,0.16871494534545942,38,0.7027240989967944,0.9945492063904066,1.697273305387201
83408,chr9_21479037_21481332_+,ENSMUSG00000033335.17_atse_1,DNM2,5,14667,403473,784364.0,300228.0,0.38276616468884345,0.013003787896309264,56,0.8503627373366384,0.8468326995704255,1.6971954369070639
67848,chr6_17848079_17852257_+,ENSMUSG00000029534.17_atse_2,ST7,4,5307,110433,274993.0,71204.0,0.2589302273148771,0.10681140545991766,52,0.7134504821356729,0.9836605972512427,1.6971110793869155
64445,chr5_35828182_35831685_+,ENSMUSG00000029095.17_atse_3,ABLIM2,3,13546,49752,113569.0,34568.0,0.3043788357738467,0.014312148138237288,35,0.8402268568387993,0.8568128431079906,1.6970396999467898
10651,chr11_79620555_79680787_+,ENSMUSG00000017639.13_atse_1,RAB11FIP4,5,5731,25348,21879.0,17355.0,0.7932263814616756,0.07685065020524404,25,0.7240405954343114,0.9729666593124213,1.6970072547467328
81080,chr8_93950431_93953974_+,ENSMUSG00000031748.16_atse_2,GNAO1,2,21166,86734,333399.0,58486.0,0.17542344158200834,0.00884938031230115,24,0.8936056999727461,0.8033561314939068,1.6969618314666528
72044,chr7_128404477_128412191_-,ENSMUSG00000030844.11_atse_1,RGS10,4,9052,1004407,2951333.0,771267.0,0.261328355695545,0.02610397460334998,47,0.7874255382658689,0.9094389576006126,1.6968644958664814
73700,chr7_25519190_25519962_-,ENSMUSG00000054385.14_atse_2,CEACAM2,3,5843,156924,125571.0,107563.0,0.8565910918922363,0.0716824062920625,34,0.7265907881587997,0.9702542405876474,1.6968450287464472
48982,chr2_60758854_60762052_-,ENSMUSG00000026970.16_atse_2,RBMS1,3,35728,2305025,2515681.0,1537953.0,0.6113465896510726,0.005830175529354855,58,0.9464654199057791,0.7502628061204626,1.6967282260262417
3370,chr10_80265178_80274006_+,ENSMUSG00000069565.12_atse_2,DAZAP1,3,15296,62805,51228.0,46067.0,0.8992543140470055,0.012322787446556507,46,0.8550218680648385,0.8415506210011291,1.6965724890659675
53510,chr3_89246515_89246777_+,ENSMUSG00000042747.12_atse_2,KRTCAP2,4,98563,5490745,4160007.0,3652911.0,0.8781021281935343,0.004058403327094908,59,0.9978456387162083,0.6987138722697365,1.6965595109859448
77495,chr8_110082742_110083656_+,ENSMUSG00000044676.10_atse_2,ZFP612,8,16330,69473,86401.0,51208.0,0.592678325482344,0.011461219395016271,41,0.8626010667981778,0.8338935537876526,1.6964946205858304
57949,chr4_16129109_16132776_-,ENSMUSG00000041135.15_atse_3,RIPK2,3,5579,179161,155934.0,136656.0,0.876370772249798,0.08444409747743202,48,0.7200433467872763,0.9764447847585428,1.6964881315458191
88641,chrX_41897850_41911800_-,ENSMUSG00000037475.15_atse_1,THOC2,3,44690,590815,780967.0,417323.0,0.5343670091053784,0.005092065775332949,57,0.9649462058583054,0.7315094804874567,1.696455686345762
13778,chr12_52504048_52516078_+,ENSMUSG00000035133.9_atse_1,ARHGAP5,10,19542,203147,342572.0,149191.0,0.43550260967037585,0.009589634266646963,57,0.8838202276355236,0.8126354587102385,1.696455686345762
12395,chr12_105829277_105834709_+,ENSMUSG00000021111.15_atse_7,PAPOLA,3,12552,65455,451561.0,47139.0,0.10439121181855829,0.01578983810626567,57,0.8304997858616796,0.8659364333640481,1.6964362192257276
14569,chr12_80945798_80946575_+,ENSMUSG00000021134.17_atse_3,SRSF5,3,64961,1067084,4594060.0,791090.0,0.1721984475605456,0.004338415934208091,59,0.9874112623778438,0.7089925116478268,1.6964037740256708
18551,chr14_120404732_120428934_+,ENSMUSG00000022139.17_atse_4,MBNL2,5,38855,479385,1407129.0,344901.0,0.24510972341555037,0.005513047992166135,57,0.9536682543184561,0.742618716987009,1.6962869713054651
66082,chr6_113046390_113047414_+,ENSMUSG00000030264.14_atse_1,THUMPD3,3,27336,309799,250968.0,218865.0,0.8720832934876159,0.007029378465290957,54,0.9208077557006217,0.7754792156048435,1.6962869713054651
23972,chr15_83379806_83381761_-,ENSMUSG00000016664.16_atse_3,PACSIN2,3,13561,299145,508584.0,219947.0,0.4324693659257861,0.014177734941617365,56,0.8403566376390277,0.8559173555864146,1.6962739932254423
29480,chr17_32229735_32284517_-,ENSMUSG00000024002.18_atse_1,BRD4,10,33959,361964,640040.0,262158.0,0.40959627523279796,0.005988741581792461,57,0.9422345658183329,0.7540134712470637,1.6962480370653967
62303,chr5_136985049_136986810_-,ENSMUSG00000059518.14_atse_1,ZNHIT1,5,28612,290592,1241705.0,192117.0,0.15472032407053204,0.0067829816301328465,59,0.925038609788068,0.7711834711172829,1.696222080905351
56389,chr4_135346445_135346734_-,ENSMUSG00000028809.16_atse_2,SRRM1,6,23559,204929,1318869.0,152209.0,0.11540873278543964,0.00797726848438372,59,0.905143213113052,0.7909620650720932,1.6961052781851453
16122,chr13_25187776_25202164_+,ENSMUSG00000035910.15_atse_3,DCDC2A,3,6161,88543,80625.0,48929.0,0.6068713178294574,0.059351010210541906,20,0.7343192348124018,0.9617146639326178,1.6960338987450196
11697,chr11_96802822_96807802_+,ENSMUSG00000018666.13_atse_4,CBX1,7,12756,104242,945771.0,76864.0,0.08127125911029202,0.015285028412212028,58,0.8328553073858254,0.8631072119190687,1.695962519304894
25052,chr16_11401049_11403459_+,ENSMUSG00000071669.14_atse_3,SNX29,2,10049,143749,114751.0,104957.0,0.9146499812637798,0.0216814090433648,47,0.801169325010058,0.8946958586946647,1.6958651837047227
731,chr10_127465013_127471767_+,ENSMUSG00000025404.15_atse_5,R3HDM2,3,5112,40568,89344.0,27024.0,0.3024713467048711,0.12433388609124044,43,0.7083371186066734,0.9873723281377753,1.6957094467444487
65617,chr5_86820686_86821251_+,ENSMUSG00000035851.14_atse_1,YTHDC1,3,15848,166403,301011.0,121018.0,0.4020384637106285,0.011755188171195637,53,0.8592072988722048,0.8364242793921067,1.6956315782643117
37781,chr1_132611673_132619388_-,ENSMUSG00000026442.14_atse_6,NFASC,2,13037,74580,57501.0,47919.0,0.8333594198361768,0.014802820823139728,13,0.8355223028305192,0.8600962973537695,1.6956186001842886
69846,chr6_86423671_86424344_+,ENSMUSG00000071337.11_atse_3,TIA1,3,11266,66145,324153.0,53059.0,0.16368504996097522,0.01813397486240326,54,0.8164185690368967,0.8791610969073236,1.6955796659442202
22777,chr15_73282235_73292034_-,ENSMUSG00000022607.18_atse_4,PTK2,5,19978,116478,276645.0,81518.0,0.29466644978221185,0.009298918308066166,40,0.8863120189999092,0.8092222236642311,1.6955342426641402
51707,chr3_152374789_152374914_+,ENSMUSG00000025437.15_atse_3,USP33,2,14260,76243,190103.0,53914.0,0.2836041514336965,0.01319192050169638,50,0.8468975899705398,0.8485652732534749,1.6954628632240145
21488,chr15_100636255_100636748_-,ENSMUSG00000053559.13_atse_1,SMAGP,2,9382,454637,597337.0,301945.0,0.5054851783833916,0.023943268827822488,46,0.7925129456348228,0.902859071029032,1.6953720166638546
39022,chr1_170961233_170965701_-,ENSMUSG00000026656.15_atse_1,FCGR2B,6,12631,2777531,6138057.0,2112708.0,0.34419817215773657,0.01543555065077663,38,0.8313887843432443,0.8638339844003479,1.6952227687435921
26006,chr16_31755016_31781781_+,ENSMUSG00000022770.17_atse_2,DLG1,5,14249,85057,278086.0,65171.0,0.2343555590716541,0.01318834864694965,51,0.8466964297301857,0.8485068718933721,1.695203301623558
24513,chr15_94586536_94588227_-,ENSMUSG00000022451.12_atse_1,TWF1,3,21724,227047,382578.0,158795.0,0.41506568595162296,0.00846916319231942,57,0.8968826651785134,0.7983076583650215,1.6951903235435348
9135,chr11_64045351_64071517_-,ENSMUSG00000042148.8_atse_1,COX10,3,25097,488693,319213.0,313525.0,0.9821811768317706,0.0074754549407436135,55,0.9122422228855463,0.7828507650578174,1.6950929879433638
41310,chr1_65192566_65195655_+,ENSMUSG00000025949.16_atse_2,PIKFYVE,4,10159,55608,105326.0,39994.0,0.3797163093633101,0.021069282330137957,46,0.8026423370926505,0.8924376727706903,1.6950800098633407
79395,chr8_4613278_4625839_+,ENSMUSG00000058748.9_atse_1,ZFP958,7,14521,172520,144886.0,120722.0,0.8332206010242535,0.012832500789072275,48,0.8495191621351538,0.8455348915681414,1.6950540537032952
65932,chr5_99962612_99963983_-,ENSMUSG00000000568.15_atse_5,HNRNPD,3,40917,680812,2208115.0,501775.0,0.22724133480366737,0.005309579102261954,57,0.9577433714456284,0.7372847260976211,1.6950280975432495
52295,chr3_35828703_35831365_+,ENSMUSG00000037400.17_atse_7,ATP11B,3,13135,57341,46918.0,43003.0,0.9165565454622959,0.014557491322594672,32,0.8363464109119697,0.8586816866312798,1.6950280975432495
60338,chr5_110003452_110006943_+,ENSMUSG00000066613.14_atse_1,ZFP932,6,19929,202024,432481.0,147887.0,0.3419502822089294,0.009274837169233824,53,0.8860589464394637,0.8088458593435687,1.6949048057830325
52301,chr3_35839214_35841029_+,ENSMUSG00000037400.17_atse_9,ATP11B,6,15311,70170,212609.0,55767.0,0.2622983975278563,0.012104488374658919,45,0.855184094065124,0.8396817774778399,1.6948658715429639
15630,chr13_113794696_113922246_+,ENSMUSG00000042348.10_atse_1,ARL15,5,30050,214654,180052.0,164999.0,0.9163963743807344,0.006494234951542414,46,0.9297756089964051,0.7650448392664789,1.6948204482628841
69687,chr6_83814869_83831270_-,ENSMUSG00000045896.14_atse_1,PAIP2B,3,38267,262343,386238.0,201430.0,0.5215178206183751,0.005504641166866635,54,0.9525002271164004,0.742281286906415,1.6947815140228153
55668,chr4_127036649_127047689_+,ENSMUSG00000028820.13_atse_5,SFPQ,4,15987,45840,216342.0,35170.0,0.1625666768357508,0.011539065345188436,50,0.8602195891139864,0.834516501628749,1.6947360907427353
73406,chr7_19627970_19629190_-,ENSMUSG00000002983.17_atse_1,RELB,6,11292,239315,208486.0,174732.0,0.8380994407298332,0.017900449522294033,50,0.816762488157502,0.8779411573851764,1.6947036455426785
64295,chr5_34628513_34629135_+,ENSMUSG00000029106.14_atse_6,ADD1,6,10967,87645,331251.0,54701.0,0.1651345958200881,0.0185773044163839,55,0.8130961805510493,0.8814582170713665,1.6945543976224158
53074,chr3_86075188_86080394_+,ENSMUSG00000028082.14_atse_2,SH3D19,5,8168,194654,192965.0,134591.0,0.697489181976006,0.03055117462566838,46,0.7732145406408576,0.9213009227414897,1.6945154633823472
28147,chr17_21505107_21507986_+,ENSMUSG00000057409.7_atse_2,ZFP53,3,8531,128595,158330.0,101497.0,0.6410471799406303,0.02817175591053737,54,0.7791649903313304,0.9153180278509597,1.69448301818229
71617,chr7_126686170_126776973_+,ENSMUSG00000042675.15_atse_2,YPEL3,8,7971,11889,11424.0,9331.0,0.8167892156862745,0.03213999840400903,8,0.7697883275148275,0.9246103331473142,1.6943986606621417
25147,chr16_16318841_16319451_-,ENSMUSG00000022789.15_atse_4,DNM1L,6,33030,177320,500049.0,128813.0,0.25760075512599767,0.00601449932984155,56,0.9395610813336275,0.7547402437283428,1.6943013250619703
32286,chr17_90597629_90620864_-,ENSMUSG00000024109.18_atse_3,NRXN1,4,11810,52384,90057.0,37950.0,0.4213997801392451,0.016856183172071954,17,0.822206792727084,0.8720491090548065,1.6942559017818906
57759,chr4_155655170_155655251_-,ENSMUSG00000029060.17_atse_5,MIB2,4,30377,303169,411848.0,229911.0,0.5582423612594938,0.006416610191501987,55,0.9309955485185522,0.7632279080632811,1.6942234565818333
43317,chr2_120346392_120350163_-,ENSMUSG00000027291.15_atse_2,VPS39,7,10487,58255,111817.0,42711.0,0.38197232978885143,0.01982056031056502,47,0.8068926583001311,0.8872334626815309,1.694126120981662
14284,chr12_73280632_73281004_-,ENSMUSG00000034442.11_atse_2,TRMT5,5,20320,196691,277612.0,144933.0,0.5220703715977696,0.009023123454640004,52,0.8884923364437465,0.8056143174178813,1.6941066538616276
17658,chr13_68587834_68589319_+,ENSMUSG00000021532.11_atse_4,FASTKD3,2,16100,172455,241178.0,127777.0,0.529803713439866,0.011368609377744325,50,0.8610047629553684,0.8330759347462137,1.694080697701582
65325,chr5_73335945_73338530_-,ENSMUSG00000029153.11_atse_2,OCIAD2,6,55782,1422079,2149897.0,1011304.0,0.4703964887620198,0.004482215685617004,49,0.980442033405578,0.7135867519759127,1.6940287853814908
34975,chr19_32641411_32651895_+,ENSMUSG00000024899.7_atse_2,PAPSS2,3,4917,218650,226516.0,132510.0,0.5849917886595207,0.14284421644736725,35,0.7027240989967944,0.9911359713443993,1.6938600703411937
63310,chr5_16025865_16162992_+,ENSMUSG00000040118.15_atse_2,CACNA2D1,2,16010,78193,61752.0,57850.0,0.9368117631817593,0.01141020958165592,26,0.8603688370342492,0.8334263429068304,1.6937951799410795
41939,chr1_83384972_83407979_-,ENSMUSG00000026163.17_atse_1,SPHKAP,5,21674,124965,276518.0,98705.0,0.35695687080045424,0.008386723662086275,15,0.8965647022179539,0.7971655873230115,1.6937302895409654
655,chr10_127208967_127211337_-,ENSMUSG00000025417.8_atse_1,PIP4K2C,3,26343,307852,217842.0,206310.0,0.9470625499215027,0.007091951158415126,56,0.9172387836943403,0.7764915058466251,1.6937302895409654
61941,chr5_130024096_130024293_-,ENSMUSG00000025533.15_atse_1,ASL,2,23020,442273,303227.0,289325.0,0.9541531591843734,0.00797850200216245,53,0.902690355988735,0.790988021232139,1.6936783772208739
77076,chr8_104423230_104425438_-,ENSMUSG00000035770.8_atse_2,DYNC1LI2,4,10881,39793,244058.0,26509.0,0.10861762367961714,0.01858277465277384,54,0.8120644231892333,0.8814711951513893,1.6935356183406225
10117,chr11_74792318_74795981_+,ENSMUSG00000010554.14_atse_5,METTL16,4,26023,363128,292174.0,260680.0,0.8922080677952179,0.007144768906367916,54,0.9160188441721931,0.7773610372081554,1.6933798813803485
13437,chr12_3807120_3835026_+,ENSMUSG00000020661.15_atse_1,DNMT3A,4,8800,105638,90322.0,66472.0,0.7359447310732712,0.026314775103051993,54,0.7833179759386396,0.910061905441709,1.6933798813803485
38178,chr1_138853672_138856073_-,ENSMUSG00000079283.2_atse_1,2310009B15RIK,5,12889,85171,376640.0,66279.0,0.17597440526762956,0.014654511301022556,57,0.8341920496281781,0.8591748536721477,1.6933669033003258
11062,chr11_85353233_85354887_+,ENSMUSG00000059439.15_atse_1,BCAS3,4,14092,90359,91472.0,65226.0,0.7130706664334441,0.013145800985408247,50,0.8453661765278445,0.8479877486924584,1.693353925220303
72149,chr7_130516168_130519355_-,ENSMUSG00000030850.17_atse_2,ATE1,2,58423,881117,722738.0,649825.0,0.8991155854542033,0.004397372192021404,55,0.982648307009461,0.7106991291708304,1.6933474361802916
44384,chr2_132540362_132542242_-,ENSMUSG00000027346.15_atse_4,GPCPD1,4,31658,221786,192742.0,159806.0,0.8291187182866215,0.006140357429469816,45,0.9354729861264325,0.7578679610138476,1.69334094714028
66100,chr6_113110525_113110865_+,ENSMUSG00000034269.12_atse_4,SETD5,4,17059,168792,154923.0,118800.0,0.7668325555275847,0.010673585793238405,51,0.8675457152868805,0.8257173633732625,1.693263078660143
58678,chr4_45447677_45458126_-,ENSMUSG00000044813.15_atse_3,SHB,3,6333,51724,42745.0,37483.0,0.8768978827933092,0.05218542399217735,43,0.7379595862588089,0.9552645581612657,1.6932241444200744
54899,chr4_116080619_116088446_+,ENSMUSG00000028703.14_atse_2,LRRC41,3,26351,217670,172127.0,162888.0,0.9463245162002475,0.007054382522365643,55,0.9172517617743631,0.7759334484056428,1.693185210180006
37047,chr19_8989429_8999661_+,ENSMUSG00000069833.13_atse_1,AHNAK,2,25872,552988,404706.0,391627.0,0.9676827128829323,0.007161316029916839,49,0.915538655211348,0.7776205988086122,1.6931592540199603
49416,chr2_72174908_72178177_+,ENSMUSG00000049044.16_atse_3,RAPGEF4,6,19153,128585,176040.0,92915.0,0.5278061804135423,0.009494945458197046,25,0.8815360855515035,0.8115323219082969,1.6930684074598004
65961,chr6_101172447_101354393_-,ENSMUSG00000035357.17_atse_2,PDZRN3,3,7252,33132,44224.0,24175.0,0.5466488784370478,0.03831811719495624,19,0.7565052626114492,0.9365631448483511,1.6930684074598004
14752,chr12_84323019_84325570_+,ENSMUSG00000042472.11_atse_1,ZFP410,6,23613,209651,263330.0,151626.0,0.5758022253446247,0.007761126930531734,55,0.9054287308735546,0.7875228738660403,1.6929516047395947
38560,chr1_156907778_156939488_-,ENSMUSG00000026594.14_atse_1,RALGPS2,7,20016,183647,165823.0,141458.0,0.853066221211774,0.009071414304514918,43,0.8865586025203431,0.8063281118191374,1.6928867143394806
6493,chr11_120726006_120726087_-,ENSMUSG00000039450.11_atse_1,DCXR,2,11196,1151845,1143979.0,691671.0,0.6046186162508228,0.017785864341482653,56,0.8155685047954006,0.8772598081839773,1.692828312979378
8147,chr11_53380672_53389754_+,ENSMUSG00000049470.13_atse_3,AFF4,3,28164,462458,832628.0,344558.0,0.41381985712707237,0.006689469437904634,56,0.9236369771456011,0.7691718687137424,1.6928088458593435
17657,chr13_68587834_68589222_+,ENSMUSG00000021532.11_atse_4,FASTKD3,2,15924,152140,241178.0,113401.0,0.470196286560134,0.011368609377744327,50,0.8597069549530842,0.8330889128262365,1.6927958677793207
39660,chr1_182279718_182282160_-,ENSMUSG00000038633.5_atse_1,DEGS1,4,5251,31722,37782.0,21661.0,0.5733153353448732,0.09674107227806361,32,0.7118541782928633,0.9808313758062632,1.6926855540991266
50020,chr2_92351631_92356863_+,ENSMUSG00000058318.15_atse_7,PHF21A,2,4770,17493,55234.0,13564.0,0.24557337871600826,0.16757165584664574,49,0.6982336833088912,0.9943934694301325,1.6926271527390238
75982,chr7_64734690_64736880_+,ENSMUSG00000030519.14_atse_3,APBA2,3,35598,244997,344450.0,178126.0,0.5171316591667876,0.005648599876980251,16,0.9462577706254137,0.7463564040335873,1.6926141746590009
29478,chr17_32229735_32253040_-,ENSMUSG00000024002.18_atse_1,BRD4,10,27369,278323,640040.0,205532.0,0.3211236797700144,0.006810577639935374,57,0.9209115803408043,0.7716896162381737,1.692601196578978
50123,chr2_94008592_94010682_-,ENSMUSG00000040174.14_atse_1,ALKBH3,3,11279,406141,456809.0,252221.0,0.5521366698116719,0.017521905647302924,57,0.8165872840771936,0.8759944453817502,1.6925817294589438
1225,chr10_20332261_20333391_+,ENSMUSG00000037608.16_atse_4,BCLAF1,3,31681,284116,244571.0,202539.0,0.8281398857591457,0.006105538452383924,54,0.9356092559666723,0.7569465173322258,1.6925557732988983
51811,chr3_155091558_155093298_-,ENSMUSG00000053870.7_atse_1,FPGT,3,5193,55661,68719.0,35476.0,0.5162473260670266,0.10105113520607051,47,0.7104460566103851,0.9821032276485017,1.6925492842588867
19146,chr14_27653483_27776825_+,ENSMUSG00000040640.11_atse_2,ERC2,7,26364,157730,162867.0,122955.0,0.7549411482989188,0.006997212283074163,15,0.9173296302545001,0.7751547636042724,1.6924843938587726
5139,chr11_104577167_104577420_+,ENSMUSG00000061086.12_atse_1,MYL4,5,5145,104430,110123.0,79297.0,0.7200766415735133,0.10587119889696002,33,0.7090638910879524,0.9833491233306945,1.6924130144186469
12051,chr11_99240621_99243942_-,ENSMUSG00000035849.14_atse_1,KRT222,2,22223,97494,131786.0,72841.0,0.5527218369174267,0.008121551911935079,25,0.8990305374222938,0.7932981194762047,1.6923286568984985
14233,chr12_72086183_72089332_+,ENSMUSG00000005078.16_atse_1,JKAMP,4,43836,542842,1110607.0,351368.0,0.31637473921918374,0.0049946863382978966,58,0.963492660895747,0.7288100398427056,1.6923027007384528
49956,chr2_91681695_91684668_-,ENSMUSG00000027244.14_atse_1,ATG13,7,4655,103606,260049.0,72262.0,0.27787839984003015,0.19131877762676344,55,0.6953136153037519,0.9969112169545638,1.6922248322583155
67715,chr6_147510902_147534028_+,ENSMUSG00000030301.17_atse_2,CCDC91,5,26659,323957,244460.0,214016.0,0.8754642886361776,0.006937144216769246,55,0.9182380958560991,0.7738699336820111,1.6921080295381101
5886,chr11_116183624_116198221_-,ENSMUSG00000020777.16_atse_1,ACOX1,5,16978,121827,201415.0,77415.0,0.3843556835389618,0.01061242749089334,53,0.8670006359259211,0.825029525132052,1.692030161057973
85012,chr9_55163069_55176190_+,ENSMUSG00000032307.16_atse_2,UBE2Q2,3,24805,142786,846484.0,109171.0,0.12896995099730177,0.007376363879518344,57,0.9108860135231593,0.7810987242547337,1.6919847377778932
13421,chr12_3751907_3772586_+,ENSMUSG00000071454.13_atse_6,DTNB,3,4733,134468,304876.0,90762.0,0.2977013605531429,0.1689447465787666,54,0.697318728667281,0.9945881406304752,1.6919068692977561
51076,chr3_127048280_127052225_-,ENSMUSG00000032826.19_atse_4,ANK2,3,21810,150713,207878.0,116011.0,0.5580725233069397,0.008180558144808121,21,0.8973368979793129,0.7945699713184432,1.6919068692977561
37774,chr1_132593365_132595483_-,ENSMUSG00000026442.14_atse_9,NFASC,8,11921,75923,142070.0,40277.0,0.2835010910114732,0.016192684161856576,16,0.8235824692095052,0.8683114220082281,1.6918938912177333
57878,chr4_156169336_156169545_-,ENSMUSG00000041936.18_atse_8,AGRN,3,6059,22378,46773.0,16683.0,0.35668013597588355,0.0575542254941578,28,0.7318339324880277,0.9600534696896941,1.6918874021777217
9009,chr11_62403462_62403798_-,ENSMUSG00000018501.17_atse_4,NCOR1,2,57770,828475,1058517.0,602221.0,0.5689289827182747,0.004364453836356368,57,0.9821162057285245,0.7097452402891516,1.6918614460176762
76950,chr7_99457011_99458773_+,ENSMUSG00000035314.10_atse_5,GDPD5,3,6057,24762,62292.0,16440.0,0.26391832016952416,0.05763843714736794,43,0.7317690420879135,0.9600924039297626,1.691861446017676
26910,chr16_49868112_49884164_+,ENSMUSG00000055447.19_atse_1,CD47,3,96934,5195002,5521157.0,3628086.0,0.6571242223323843,0.003934065765783016,59,0.9977288359960027,0.6940287853814907,1.6917576213774934
77381,chr8_106202359_106204330_-,ENSMUSG00000033106.6_atse_2,SLC7A6OS,2,13268,77599,305093.0,57773.0,0.1893619322632771,0.013937761129787425,55,0.8375014600340026,0.8542172271034223,1.691718687137425
82582,chr9_118577228_118579541_+,ENSMUSG00000038708.10_atse_8,GOLGA4,3,8834,49424,158139.0,35996.0,0.22762253460563175,0.025459764483366246,52,0.7839344347397246,0.907686916797529,1.6916213515372536
6634,chr11_121597392_121601956_+,ENSMUSG00000039230.14_atse_7,TBCD,4,10126,119191,85801.0,80246.0,0.9352571648349087,0.020392835905001138,54,0.8020129002115427,0.8895824951656652,1.6915953953772078
32288,chr17_90620891_90623419_-,ENSMUSG00000024109.18_atse_3,NRXN1,4,11881,52088,90057.0,37759.0,0.41927890114038885,0.01622256653645699,17,0.8230373898485458,0.8685060932085708,1.6915434830571165
45618,chr2_162932142_162933425_+,ENSMUSG00000016921.14_atse_1,SRSF6,3,59505,1464400,1115986.0,1015294.0,0.9097730616692324,0.004314520197086167,58,0.9834529479708772,0.7080321337261366,1.6914850816970137
7179,chr11_3202992_3203629_+,ENSMUSG00000020454.17_atse_1,EIF4ENIF1,4,8073,29580,34657.0,21146.0,0.6101509074645814,0.029886224259436392,42,0.771507923117854,0.9199252462590685,1.6914331693769225
18143,chr13_94542876_94543983_+,ENSMUSG00000021686.6_atse_3,AP3B1,5,7746,30902,213718.0,23086.0,0.10802084990501502,0.032626344344801154,54,0.7658170350278379,0.9255447549089588,1.6913617899367968
10839,chr11_83364836_83365646_+,ENSMUSG00000035152.14_atse_3,AP2B1,3,13209,54927,106279.0,39513.0,0.3717855832290481,0.013976982578662287,48,0.8368979793129404,0.8544248763837878,1.6913228556967281
50513,chr3_107101759_107103183_+,ENSMUSG00000040724.5_atse_1,KCNA2,5,5445,12317,13192.0,8991.0,0.6815494238932687,0.07930621487685939,15,0.717077855502057,0.9742385111546598,1.6913163666567168
88639,chrX_41882000_41897791_-,ENSMUSG00000037475.15_atse_1,THOC2,3,45134,491943,780967.0,358602.0,0.45917689223744407,0.0048821839063932695,57,0.965621066019493,0.7256953006372238,1.6913163666567168
26000,chr16_31684294_31743105_+,ENSMUSG00000022770.17_atse_1,DLG1,3,4878,52629,133235.0,34245.0,0.257027057454873,0.13405101950203036,48,0.7017507429950813,0.9894877551814985,1.6912384981765798
3720,chr10_81420798_81430785_-,ENSMUSG00000055053.18_atse_1,NFIC,2,6283,230126,502134.0,163499.0,0.32560830375955424,0.05142360353226167,56,0.736836982336833,0.9543431144796439,1.691180096816477
46424,chr2_180977352_180979170_+,ENSMUSG00000027575.19_atse_3,ARFGAP1,8,9213,330422,1143657.0,234126.0,0.2047169737080261,0.02342285924503452,59,0.79003413235046,0.9010680959858799,1.69110222833634
1259,chr10_21307779_21336966_+,ENSMUSG00000019977.16_atse_1,HBS1L,6,36418,407608,376127.0,282681.0,0.7515573197350894,0.005527054617189899,56,0.94811363606868,0.7429821032276485,1.6910957392963284
72646,chr7_141324179_141327278_-,ENSMUSG00000058886.9_atse_1,DEAF1,6,23337,181317,155169.0,124434.0,0.801925642364132,0.007708991563531523,53,0.9042217694314303,0.7868350356248297,1.69105680505626
36655,chr19_6055200_6056928_-,ENSMUSG00000007338.10_atse_1,MRPL49,3,60047,1195463,1339692.0,853182.0,0.6368493653765194,0.004290197423870494,55,0.9839201588516995,0.7071106900445148,1.6910308488962142
84231,chr9_42259899_42262050_-,ENSMUSG00000032018.14_atse_1,SC5D,4,42828,629373,657644.0,406928.0,0.6187663842443633,0.0050188764778917525,57,0.9615978612124122,0.7293940534437335,1.6909919146561458
